山东 , 100944728 , 未知 , 风流倜傥夜三少 , 495 , 4 , 0 , 
辽宁 , 161859647 , 女 , 杏铃铃 , 1686 , 18 , 1 , 参商画影映素书，落花逐水染碧朱。
安徽 , 161876969 , 未知 , 星满尘 , 112 , 2 , 1 , 哎嘿嘿
云南 , 161903749 , 未知 , Jeunes , 47 , 1 , 0 , 
重庆 , 161951806 , 男 , ZmXeLrRKYMxR , 59 , 12 , 0 , 欲买桂花同载酒水 荒泷天下第一斗
上海 , 161960892 , 未知 , alise0331 , 24 , 10 , 0 , 
四川 , 161962279 , 未知 , 浠沄池N丶 , 2714 , 2 , 3 , 信誉度都没了！
河南 , 161979705 , 未知 , wgx29409 , 4 , 0 , 0 , 
浙江 , 162075853 , 男 , INTEYVAT , 3737 , 21 , 19 , 每日三省吾身，有霸体乎？有回血乎？有全屏AOE乎？
广东 , 162093867 , 未知 , 永恒X冰洁 , 1671 , 10 , 1 , 希望雷神不歪
北京 , 162110651 , 未知 , K966SC , 3 , 4 , 0 , 至福…
江苏 , 162112723 , 未知 , 异教lvws , 242 , 3 , 0 , 
湖南 , 162141086 , 未知 , jomgdIXLuf , 3 , 3 , 0 , 
广东 , 16215049 , 未知 , cheerssss , 1 , 1 , 0 , 
陕西 , 162251751 , 未知 , 严肃点 , 113 , 4 , 1 , 遇到困难睡大觉
河北 , 162296540 , 未知 , 戊木头 , 45 , 0 , 0 , 丁木头的小老弟。
河南 , 162297944 , 未知 , 星空浅夏满琉璃 , 432 , 4 , 0 , 流年不语，岁月忧伤；浅夏不忧，静守流年。
江西 , 162413067 , 未知 , walker334 , 722 , 7 , 0 , 
江苏 , 162441269 , 未知 , keqing128 , 23 , 2 , 0 , 摸
上海 , 162447400 , 未知 , 聪聪丶 , 0 , 0 , 0 , 
北京 , 162589315 , 未知 , 心梦痕 , 46 , 9 , 0 , 哈哈
贵州 , 162602119 , 未知 , 风枢瑜 , 43 , 6 , 0 , ( ˃̶̤́ ꒳ ˂̶̤̀ )
浙江 , 162610337 , 未知 , A银狼的黎明 , 3 , 6 , 0 , 。
山东 , 162666730 , 未知 , 花莉亚 , 39 , 15 , 0 , 小人高居殿堂之上
广东 , 162753742 , 男 , 十里桃花香一梦醉江南 , 146 , 4 , 0 , 
广东 , 162768456 , 未知 , 小Kiwa , 7 , 0 , 0 , ?
辽宁 , 162843155 , 未知 , AyanamiRin , 618 , 1 , 0 , 
广东 , 162922099 , 未知 , 6djzdk , 0 , 0 , 0 , 喵呜
江苏 , 162996359 , 男 , uniqueness , 9225 , 35 , 18 , 提瓦特之旅（如无必要不要打扰本人）
浙江 , 163142435 , 未知 , 小拉拉肥 , 5 , 2 , 0 , 伊蕾娜
广东 , 163209601 , 未知 , biubiu2233 , 12 , 4 , 0 , 来查成分了？
山东 , 163269673 , 未知 , 邻蕾缎八忌op93 , 126 , 0 , 1 , 
四川 , 163318156 , 未知 , zbxghost , 118 , 11 , 0 , 666
广西 , 163327393 , 未知 , 曦月瑶溪 , 22 , 7 , 0 , 诶嘿
辽宁 , 16349187 , 女 , 明媚的天空 , 118 , 5 , 1 , 
浙江 , 163498012 , 女 , 白茶清欢ァ , 1468 , 6 , 0 , 
黑龙江 , 163517165 , 男 , Mikado , 88 , 6 , 0 , 爱仆爱仆😭
浙江 , 163618084 , 未知 , 我不叫小歌 , 39 , 16 , 2 , 喵喵喵
北京 , 163689152 , 未知 , YunguiL , 934 , 12 , 0 , 主角就应该站在舞台中央，做该做的事 | 心有所向，日复一日，必有精进
陕西 , 163704846 , 男 , shengwu , 8 , 4 , 0 , 剑光如我
吉林 , 163753070 , 未知 , 烂鸽 , 20 , 10 , 0 , 嗷
广西 , 163778242 , 未知 , 试做型青花鱼 , 3253 , 1 , 0 , 
广东 , 163816035 , 未知 , 那就换个 , 7859 , 27 , 7 , 。
江苏 , 163962742 , 未知 , 你牙签扎人 , 1258 , 24 , 2 , (￣ｏ￣)
广西 , 164107373 , 未知 , 四月是1你的谎言 , 8 , 8 , 0 , 
湖北 , 164108219 , 男 , 隔壁哦吼吼 , 14 , 17 , 0 , 无敌
浙江 , 16411438 , 未知 , Siki , 87 , 18 , 3 , 始于孤途，终化为光
江苏 , 164235819 , 未知 , 刘国超 , 2291 , 19 , 4 , 期待散宝海灯节的剧情。
福建 , 164268203 , 未知 , 114514801919 , 79 , 0 , 0 , 
重庆 , 16427640 , 未知 , 想鲨人 , 13 , 12 , 1 , 系统原装签名，送给每一位小可爱～
陕西 , 164307638 , 未知 , 么么么呢 , 12 , 0 , 0 , 
浙江 , 164319880 , 未知 , secondty , 18 , 14 , 0 , 系统原装签名，送给每一位小可爱～
四川 , 164426367 , 未知 , 三千fu , 206 , 8 , 1 , 谨记
湖北 , 164482785 , 未知 , MnqLAsJNWARvO , 90 , 21 , 0 , 历历浮生，无非败而后成.
上海 , 16451025 , 未知 , 虚构丸 , 202 , 9 , 0 , 谁不爱万叶啊
重庆 , 164510808 , 男 , KdUpy , 120 , 5 , 3 , INTO THE FUTURE
湖南 , 164523185 , 未知 , 守护最好的大吴疆土 , 2847 , 3 , 10 , 玩猿神玩的
湖南 , 164526186 , 男 , 被毁坏的風標 , 106 , 26 , 0 , 没什么
湖南 , 164606573 , 未知 , 马保国i , 50 , 10 , 1 , 刻晴嘿嘿嘿嘿
上海 , 164688362 , 未知 , 山融 , 32 , 0 , 0 , 
河南 , 164931870 , 未知 , 阿听z , 40633 , 46 , 55 , 人生不过死前游戏，所见之人皆是你的NPC
安徽 , 164979829 , 男 , 元末明初也该走了 , 35 , 0 , 0 , 。
山东 , 165340066 , 未知 , 小叁肆伍 , 7 , 9 , 0 , 
黑龙江 , 165361350 , 未知 , 唠不了一点 , 5116 , 52 , 44 , 也就攻略还行
广东 , 165628294 , 未知 , chqqww , 7 , 3 , 0 , 蟑螂人
四川 , 165679326 , 未知 , 星衡823 , 2 , 9 , 0 , 寒星一点
广东 , 165690266 , 未知 , 诶嘿嘿呀呀呀 , 1 , 6 , 0 , 🐛🐛🐛
江苏 , 165970184 , 未知 , 念1念1 , 15 , 0 , 0 , 旅行
湖北 , 166054365 , 未知 , 累了就睡呀～ , 696 , 12 , 2 , 新的一年好好睡觉！
陕西 , 166064831 , 男 , 枫寒星语 , 4724 , 25 , 22 , ai与ai夫人满天飞的大本营，果然是潮虫大本营吗
河南 , 166070408 , 未知 , 飞天小跳蛙 , 94 , 0 , 0 , 屯屯鼠
浙江 , 166147580 , 未知 , 晴天巛 , 49 , 2 , 0 , 
广东 , 166245790 , 未知 , -东方z , 217 , 165 , 0 , 一只小鸭子
湖北 , 166264874 , 女 , 风间多鹤 , 46 , 2 , 10 , 爱门～♪
江西 , 166324341 , 未知 , 静夜思月 , 57 , 6 , 0 , 
河北 , 166327454 , 未知 , jackeylov45 , 4 , 4 , 0 , 哦～
江西 , 166335078 , 未知 , 北顾南山烟雨洛 , 36 , 18 , 1 , 新的生活总会有过去的影子，我应该学会放弃，但这需要一段时间
广东 , 166395512 , 未知 , 时幻砂 , 33 , 0 , 0 , 
江苏 , 166409062 , 未知 , spacerkk , 123 , 5 , 0 , 😄
湖北 , 166416787 , 未知 , 火力全开小强 , 16 , 0 , 0 , 
内蒙古 , 166419260 , 男 , 123非酋321 , 116 , 12 , 1 , 玄不改非，氪不改命。
江苏 , 166427302 , 未知 , OxO银不了 , 96 , 0 , 0 , 啊
广东 , 166443306 , 未知 , LGD.H , 28 , 7 , 0 , 萌新……
山西 , 166476553 , 未知 , 倚馅遣低秆df54 , 12 , 3 , 0 , 加油~
广东 , 166477736 , 未知 , 社会废人一枚 , 32 , 2 , 0 , 
天津 , 166492730 , 未知 , AmiYa , 24 , 1 , 1 , 这次的事就拜托了
山东 , 166587345 , 女 , 纳西妲第一可爱0424 , 15110 , 43 , 16 , 很高兴认识你！
山东 , 16675120 , 女 , 桐生瑠可 , 12404 , 23 , 145 , 芭芭拉冲鸭~！o(*≧▽≦)ツ
湖北 , 166773189 , 未知 , 碧落黄权 , 8 , 4 , 0 , 
河北 , 166776374 , 未知 , 墨染梦 , 257 , 12 , 0 , 从零开始。
广东 , 166828972 , 未知 , nninzl08701701 , 0 , 0 , 0 , 每一个不曾起舞的日子都是对生命的辜负
广西 , 16685416 , 未知 , 亚雷沙琪玛 , 554 , 1 , 0 , 哼哼哼啊啊啊啊啊啊
加拿大 , 166880552 , 未知 , II爆杀牛头人II , 8 , 1 , 0 , 萌新
广东 , 166886786 , 未知 , GirlGGGG , 0 , 0 , 0 , mmm
河北 , 167476587 , 未知 , 4llkj , 40 , 2 , 0 , 
广东 , 167530445 , 男 , 閅矢士 , 312 , 3 , 1 , 
安徽 , 167726764 , 未知 , 古龙静 , 65 , 0 , 0 , 本人改装签名，送给每一个小可爱。
北京 , 16803299 , 未知 , 临渊林 , 5 , 12 , 0 , F
四川 , 168091479 , 未知 , 一只路过的七海 , 44 , 7 , 0 , 摆烂了
广西 , 168176020 , 未知 , mpUlNRvrjNFxHy , 464 , 3 , 1 , 
重庆 , 168279395 , 未知 , 落寞年华 , 1477 , 28 , 1 , 非酋
广东 , 168294973 , 未知 , 其实挺疯的丶 , 141 , 1 , 0 , 求求你赶紧禁我言，跟伞畜对线真没意思，两句话就破防了
辽宁 , 168431284 , 未知 , Konaka , 3 , 15 , 2 , 我合不上
广东 , 168458291 , 未知 , 散步人间世中仙 , 224 , 2 , 1 , 。。。
江苏 , 168517745 , 女 , 予琅fy , 16488 , 141 , 14 , 博爱的尽头是吟趴，单推的尽头是水仙
广东 , 168736237 , 女 , 小嘉函c , 104 , 0 , 5 , 与miHoYo一同前行
浙江 , 168833161 , 未知 , 归于何处 , 1 , 3 , 0 , 何人于归呢
重庆 , 16889033 , 未知 , 没有名字注册真君 , 2 , 6 , 0 , 啊这
河北 , 168944975 , 未知 , 银灰雪狼 , 89 , 6 , 1 , 哭过之后仰望的天空 十分的澄澈
山东 , 169024582 , 未知 , 砍不断的桂枝 , 3906 , 18 , 0 , 
广西 , 169035542 , 未知 , 皮皮虾的皮皮 , 0 , 0 , 0 , 
浙江 , 169050639 , 未知 , 繁华旧时 , 27 , 11 , 0 , 123
新疆 , 169116982 , 未知 , 暮时之风 , 2243 , 2 , 5 , …
浙江 , 169153538 , 未知 , 零七七七七 , 13 , 128 , 0 , 
湖南 , 169221073 , 未知 , 霖熙l , 316 , 13 , 1 , 欧皇附体
重庆 , 169280887 , 未知 , 赫斯缇雅丷 , 8 , 21 , 1 , 不主动，不拒绝，不负责。
陕西 , 169372194 , 未知 , 丿LoVe丶瑶丨 , 22 , 3 , 0 , 哒哒哒
山西 , 169394457 , 未知 , 酸不拉唧懒熊猫 , 0 , 0 , 0 , 哈哈
河北 , 169502483 , 未知 , 青柠不中二 , 994 , 56 , 29 , 舟大人！别举办我了！
四川 , 169578891 , 未知 , 画无雪 , 5192 , 1 , 2 , 不能一拖三的前台不抽，强度要依赖反应的不抽，配队锁死元素的全不抽
广西 , 169618136 , 未知 , 茬暨 , 100 , 14 , 1 , 
江苏 , 169768636 , 未知 , hydsl , 8 , 8 , 0 , mi
广东 , 16979330 , 男 , 流流萤占领世界 , 8 , 107 , 0 , 
陕西 , 170029550 , 未知 , 猫饺子儿 , 355 , 14 , 8 , 饺子太好吃了～
浙江 , 170123122 , 未知 , 阿哦饿额 , 0 , 6 , 0 , 呃额恶饿
四川 , 170387337 , 未知 , 木言是人间铁FW啊 , 1067 , 64 , 3 , 玄不救非，氪不改命
湖南 , 170387604 , 未知 , 丶棪 , 53 , 6 , 0 , 那肯定会是天下最动人的风景了
山东 , 170389019 , 未知 , 喳喳huh , 5 , 5 , 0 , 
广东 , 170401460 , 男 , 鲟鹭 , 51 , 15 , 7 , 我是一个原神高手，vivo五十带你飞
山东 , 170421420 , 未知 , 米龙202 , 95 , 8 , 0 , 懒人一枚
河北 , 170474047 , 未知 , 严茜玟 , 11 , 8 , 0 , 
广东 , 170539568 , 未知 , 333311qq , 91 , 0 , 0 , 
浙江 , 170593145 , 女 , 鹤尘渔 , 1889 , 37 , 3 , 灯火阑珊，百转千回
江西 , 170600325 , 未知 , hvbbwvw589108 , 103 , 2 , 0 , hi
新加坡 , 170644820 , 未知 , 长离夫君 , 49 , 1 , 0 , 栓Q
天津 , 170719077 , 未知 , YXuiLuMFbEPIAQFxFkw , 2 , 0 , 0 , 就是玩崩铁的小号
云南 , 17072427 , 未知 , 章鱼吖QwQ , 2 , 6 , 0 , 系统原装签名，送给每一位小可爱～
山东 , 170749062 , 未知 , 雾霾天气预报员 , 46 , 26 , 0 , 呵呵
广西 , 170786165 , 未知 , 沐风廷浅 , 366 , 10 , 0 , 萌新萌新求带
北京 , 170834708 , 未知 , 云湖水淡 , 52 , 4 , 1 , 云湖水淡
山东 , 170893718 , 未知 , IIKZUuJLnx , 6 , 4 , 0 , 
河南 , 170902485 , 未知 , 酸Nai , 10 , 2 , 0 , t
黑龙江 , 171013504 , 未知 , 召唤我的拳头直接攻击 , 16 , 2 , 1 , 是、是的…♡我想打东方弹幕神乐!我 真的想打东方弹幕神乐!快把您硬硬的 板子给我…好想要…想要打
安徽 , 171044173 , 未知 , fusu233 , 16 , 1 , 0 , 
广西 , 171115843 , 未知 , NsRfEDecvGulT , 3 , 2 , 0 , .
江西 , 171243856 , 未知 , yNqgsmKzLRMfGJfvyGQ , 7 , 2 , 0 , 鸣潮往复，文明不屈
山东 , 171261718 , 女 , TUIfrUEByjtRgd , 2 , 1 , 0 , 旅行者
云南 , 171304432 , 未知 , zatsZwsuWehzapzocug , 339 , 0 , 0 , 
湖南 , 171304599 , 未知 , 无問 , 206 , 11 , 2 , ……
河北 , 171362740 , 未知 , 贪玩的空子君鹅 , 299 , 4 , 0 , 。
山西 , 171399978 , 未知 , 噗通哈哈哈哈 , 125 , 2 , 0 , 玩米一年还能玩下去，怕不是挠滩
广东 , 171409345 , 未知 , 时心明月 , 20 , 8 , 0 , 
天津 , 171410731 , 男 , accelerator123 , 337 , 3 , 0 , 
浙江 , 171501499 , 未知 , rHhKvtCnZUE , 10 , 3 , 0 , 。
安徽 , 171514523 , 男 , HALASHAO , 16 , 11 , 0 , 6
广东 , 171537634 , 未知 , XdtBtywINJgDVHKCDEO , 18 , 3 , 0 , 为啥改个名字要1500米币……
广西 , 171545868 , 未知 , 蟹馍腿翅真君 , 8304 , 0 , 35 , 呀卡吗洗
河南 , 171579833 , 未知 , 松坛月冷鹤飞还 , 18 , 1 , 1 , 风好大啊——声音都被吹回来啦——！
天津 , 171582474 , 未知 , pIaSCgwBSOr , 28 , 3 , 0 , 哈
湖南 , 171678414 , 未知 , 急到禁言你 , 1561 , 24 , 8 , 我自“始源”至“终焉”都顺从ch厨、理中客、o…的蒸理
浙江 , 171798985 , 未知 , Tao-Zi , 92 , 2 , 2 , XP
陕西 , 171800250 , 未知 , 洛茜丶 , 0 , 1 , 0 , show me the meaning of being lonely
江苏 , 171906799 , 女 , 鹤鹤鹤鹤酱 , 28 , 2 , 0 , 次次保底真菌
云南 , 172128293 , 未知 , 北道槐 , 36 , 8 , 0 , DARLING
河南 , 172316319 , 未知 , 愿你如梦 , 57080 , 47 , 38 , 白嫖使我快乐！！！
福建 , 172347330 , 男 , 庇聪囊hovljt , 175 , 10 , 4 , 裂开
山东 , 172355944 , 未知 , YiZTknHNJAO , 374 , 0 , 0 , 
福建 , 17241551 , 男 , 夜★龙梅川类酷 , 1970 , 13 , 1 , 呼呼~
浙江 , 172437910 , 未知 , MCjing , 51 , 21 , 1 , 奶香的一刀
广东 , 172503686 , 未知 , TenZ , 124 , 68 , 6 , 嘿嘿
山东 , 172537242 , 未知 , 千里夏云 , 7155 , 9 , 9 , 
四川 , 17254544 , 未知 , 倔强中指 , 8 , 1 , 0 , 。
浙江 , 172566206 , 未知 , 小白是祥瑞 , 90 , 2 , 0 , 玩得开心就好
福建 , 172626530 , 男 , hhhhhhlllbv , 163 , 5 , 1 , ヾ(✿ﾟ▽ﾟ)ノ
广东 , 172684577 , 未知 , 奇怪的许呦 , 39 , 15 , 0 , 奇奇怪怪，没有
天津 , 172880903 , 未知 , 百微 , 87 , 8 , 0 , 系统原装签名，送给每个小可爱~
河北 , 17289700 , 未知 , 十言 , 4 , 10 , 2 , 
江苏 , 172932537 , 男 , 暖风吹云散 , 11 , 23 , 0 , 生活永远比梦想更精彩
湖北 , 172936099 , 未知 , 玄玄想喝果茶 , 7 , 11 , 1 , (*´I`*)
浙江 , 172978617 , 未知 , 墨笔青莲 , 19 , 0 , 0 , 该玩家很懒，没有什么签名
浙江 , 173004096 , 男 , 暮祈遥思 , 50 , 7 , 0 , 
四川 , 173053650 , 男 , 荧茕 , 75 , 3 , 0 , 诶嘿
广东 , 173223600 , 未知 , odinking , 48 , 8 , 1 , 风不会停留在原地
广西 , 173239961 , 男 , 66182094 , 4 , 0 , 0 , 歪了
福建 , 173384689 , 未知 , 放纵的人生虚度的光阴 , 499 , 36 , 2 , 心海没歪，等水神喏----
浙江 , 173473883 , 未知 , 萝卜11111 , 97 , 8 , 0 , 可抵岁月漫长
湖北 , 173540176 , 未知 , oo小日子 , 1079 , 12 , 0 , ：：：：
广东 , 173778572 , 未知 , 早晨的柚子最好吃 , 328 , 11 , 0 , 怎会如此
新疆 , 173801309 , 未知 , 洛颜丶花天依 , 42 , 14 , 0 , 满船清梦压星河
河北 , 173826746 , 未知 , 蝉幽 , 14 , 0 , 0 , 一个影响了原神进步的水军
湖南 , 173879504 , 未知 , 我系你心啦啦 , 57 , 1 , 0 , 支持mhy一切决定，我爱看乐子，我爱说实话！
江苏 , 174555013 , 未知 , 公子符柒 , 1523 , 33 , 7 , 我是应声虫~
湖北 , 174705737 , 未知 , 痞屁 , 81 , 8 , 1 , 啊吧啊吧
四川 , 174925719 , 未知 , 十四1 , 39 , 7 , 0 , 11111111
河南 , 174972390 , 未知 , 落家小雨 , 216 , 4 , 1 , 哪有什么不分手的恋爱，只有不伤手的立白
山东 , 175008133 , 未知 , 梨花木子 , 251 , 8 , 3 , 咸鱼哦
湖南 , 175058901 , 未知 , 刹间 , 157 , 16 , 5 , 摸鱼好耶
浙江 , 175151479 , 未知 , PoinTeR , 107 , 1 , 0 , 
江苏 , 175196165 , 男 , Flagellants , 111 , 18 , 1 , 天地一逆旅，同悲万古尘。
内蒙古 , 175328508 , 男 , ReClOZoeEYKmn , 233 , 2 , 0 , 
江苏 , 175743307 , 未知 , Rszzz , 22 , 5 , 0 , 0.0
福建 , 175793524 , 未知 , iceLake , 1 , 1 , 0 , ། – _ – །
黑龙江 , 175795997 , 未知 , eerrlq , 4 , 11 , 1 , 诶嘿
福建 , 175802598 , 未知 , 最强宇航员 , 27 , 0 , 1 , 。。
广东 , 175937545 , 未知 , 晓坠落的星星 , 8486 , 12 , 8 , 。。。这个个性签名很没有个性。。。
黑龙江 , 175984015 , 未知 , 王超之父 , 417 , 5 , 2 , 无聊
福建 , 176038278 , 未知 , 沙粒灬 , 606 , 20 , 1 , 
河南 , 176069971 , 未知 , 上官大刀 , 0 , 4 , 0 , 
山东 , 176070154 , 未知 , 我希望你可以听我说 , 17 , 1 , 0 , 乐呵
广东 , 176325477 , 未知 , 菜徐坤 , 21 , 6 , 0 , 只因
江苏 , 17635846 , 未知 , 炽~翎 , 1180 , 2 , 10 , 啊这
山东 , 176400567 , 未知 , 小猪饲养员9476 , 29 , 0 , 0 , 
新疆 , 176536080 , 男 , 险天下 , 6 , 6 , 0 , 若你困于无风之地，我将奏响高天之歌
新疆 , 176849027 , 男 , 大海DH36 , 205 , 8 , 3 , 弃我去者，昨日之日不可留，乱我心者，今日之日多烦忧。
浙江 , 17694292 , 未知 , g h h b , 21 , 0 , 1 , 
浙江 , 176955050 , 未知 , louluch , 406 , 4 , 1 , 阿晴！
江西 , 177215021 , 男 , 姜氏之子 , 5615 , 49 , 56 , 剧情党内容玩家，游戏里的我，再强大也是假的，但是游戏剧情内容带给我的感动却是真的。
贵州 , 177237585 , 未知 , 新晴雪 , 7 , 4 , 2 , 新晴雪煮茶，见雪后晴空
浙江 , 177268434 , 男 , 天清233 , 224 , 3 , 1 , 掂量掂量谁才是真正的老登？
江苏 , 177557553 , 未知 , 夜曦……亚历克斯 , 0 , 9 , 1 , 
湖南 , 177662952 , 未知 , 尘心丫 , 0 , 1 , 1 , ...
安徽 , 177702857 , 未知 , 一小杨同学一 , 658 , 88 , 4 , 小楊同學2号机
四川 , 177984991 , 未知 , 剑光随我斩尽牛杂wkk , 13 , 6 , 1 , 吼吼吼
江苏 , 178007521 , 未知 , fvgHwoRYFtzYazcZAak , 40 , 0 , 0 , 
江苏 , 178282224 , 未知 , JUMPFORCE , 105 , 13 , 0 , 
江苏 , 178443494 , 男 , 闲拾 , 678 , 0 , 0 , 侧画瑙弹质胀鯊铋
广东 , 178521150 , 未知 , 无云烟 , 417 , 200 , 1 , 
天津 , 178696874 , 未知 , 云🎶~ , 10 , 3 , 0 , 27
江苏 , 178788341 , 未知 , 花儿再疯疯 , 8 , 0 , 0 , 画画的贝贝
重庆 , 178852580 , 未知 , 每天奖励我自己 , 11 , 7 , 0 , 
浙江 , 178867735 , 未知 , 养只小喵叫年年 , 132 , 11 , 0 , 冲冲冲
福建 , 178900981 , 未知 , 粒粒团子 , 13 , 7 , 0 , 诶嘿
江苏 , 178969201 , 未知 , DavidY , 16210 , 14 , 15 , 系统原装签名，送给每一位小可爱～
江西 , 179031590 , 未知 , 凇然 , 8 , 0 , 0 , 麻了
安徽 , 179049271 , 未知 , 烈日晨光 , 4105 , 17 , 3 , 风雪的缩影，如琉璃般飘落。
江苏 , 179068226 , 未知 , 鳞S , 354 , 9 , 0 , 。。。
浙江 , 17907431 , 未知 , 芜湖耶嘿 , 109 , 13 , 0 , 芜湖
上海 , 179087038 , 女 , 吾为君笑君莫笑 , 5 , 4 , 1 , 1111
贵州 , 179107973 , 未知 , 蝶转莲山 , 1 , 0 , 0 , 哒哒哒哒哒
广西 , 179140936 , 未知 , 案的发生地 , 37 , 5 , 0 , 6
上海 , 179150251 , 未知 , 鱼鱼榨汁机 , 7 , 17 , 0 , 
山西 , 179196131 , 男 , 盛夏藏匿温柔 , 400 , 24 , 0 , 永远支持米哈游的一切决策
广东 , 179226773 , 未知 , 驾驶二号机的Asuka , 19 , 16 , 1 , 残酷な天使のように 少年よ神话になれ
河北 , 179239588 , 未知 , 雨露动鸣蝉 , 434 , 2 , 1 , 嘿嘿
广东 , 179284140 , 未知 , 肥杰哥哥 , 14 , 5 , 0 , ！！！！！！
安徽 , 179299765 , 未知 , 千乐神乐 , 24 , 17 , 0 , 啊哈，真有乐子。
广东 , 179331084 , 女 , 無曦hjsd , 387 , 48 , 0 , 来吧！普奇神父！
广东 , 179352967 , 未知 , 有典阳伟 , 3 , 1 , 0 , 我是帅b
江苏 , 179393277 , 未知 , 袁俏梁 , 28 , 0 , 0 , 支持原宝的一切决定！❤️❤️❤️
湖北 , 179443531 , 未知 , 澜尘埃落定 , 24 , 3 , 0 , °
重庆 , 179467408 , 男 , 爱开飞机的牢大 , 553 , 1 , 2 , 三鹿奶粉代言
云南 , 179483994 , 未知 , Ryeof , 15 , 1 , 0 , 
广东 , 179559075 , 男 , 天涯何处不为家 , 300 , 0 , 0 , 善良正直
重庆 , 179562489 , 未知 , 洛兰希尔sky , 80 , 16 , 0 , 再次超神，感动无数玩家，后面忘了🤓👆🏻
山西 , 179591954 , 男 , 光弩 , 109 , 8 , 0 , 
四川 , 179674031 , 未知 , 风与诗歌 , 3178 , 7 , 3 , 
黑龙江 , 179695821 , 未知 , 䨻1234576 , 48 , 18 , 1 , 究极镜流xp厨
广东 , 179716572 , 男 , rrek , 3 , 7 , 0 , dkdk
云南 , 179757078 , 男 , Gs晨辰River , 141 , 8 , 2 , 😅😅😅
广东 , 179763397 , 未知 , 闪耀迪迦yyds , 381 , 13 , 6 , 谎言不会伤人，真相才是快刀。
安徽 , 179783005 , 未知 , 诉初 , 126 , 3 , 0 , 问就是不打深渊，养生过剧情
陕西 , 179795744 , 未知 , 濒临破产的蟹老板 , 57 , 7 , 0 , 山高狐狸野
广东 , 179813734 , 未知 , 卑微尘星 , 1111 , 13 , 2 , 
浙江 , 179860825 , 未知 , 咸鱼船长爱德华 , 329 , 0 , 0 , 摆烂第一名
湖北 , 179968446 , 未知 , Clev. , 3 , 8 , 0 , 系统原装签名，送给每一位小可爱～
广东 , 180065237 , 未知 , 晨星的天 , 9 , 3 , 0 , 
广西 , 180289125 , 未知 , sodagolden , 36 , 4 , 1 , ？
北京 , 180290046 , 未知 , trasond , 3826 , 30 , 7 , 再也不氪金
湖北 , 18037448 , 未知 , 失望且期待 , 620 , 20 , 1 , 。。。
湖南 , 180381870 , 未知 , 木楠木 , 130 , 8 , 0 , 🤓👆
江苏 , 180405018 , 未知 , 崩崩小園帽 , 972 , 28 , 6 , 
江西 , 180732483 , 未知 , 卿本佳卿 , 458 , 4 , 1 , 求求你给点力
福建 , 180779899 , 未知 , 樱满0祈 , 84 , 11 , 0 , 我想换个头像
陕西 , 180859940 , 未知 , Saligia1 , 1 , 1 , 0 , 哇啦哇啦哇啦
江苏 , 180934208 , 未知 , 流光_织雨 , 8104 , 49 , 14 , 
黑龙江 , 181000411 , 男 , 无聊的舰长114514 , 1605 , 14 , 2 , (●—●)
浙江 , 181133854 , 未知 , 荧泉 , 216295 , 242 , 300 , 魈…我的魈……嘿嘿…诶嘿嘿…魈…魈…嘿嘿…我的魈……嘿嘿…魈……嘿嘿…
上海 , 181174520 , 男 , 神话legend , 12779 , 199 , 49 , 770444122...百人小群，乐于帮助新人
湖北 , 181234703 , 未知 , 托马斯拉斯基 , 287 , 32 , 2 , 阿巴阿巴
江西 , 181276358 , 未知 , 顾诺鸡汤 , 47 , 22 , 0 , 
辽宁 , 181424715 , 未知 , 社王町社畜2222 , 1116 , 2 , 7 , 抢不到怎么想都抢不到吧，测试资格抢不到，原石也抢不到。
山东 , 181434556 , 未知 , 皮皮11号 , 24 , 6 , 0 , 
河南 , 181436709 , 未知 , pianocpbf , 286 , 0 , 0 , 
上海 , 181532403 , 男 , D.T.H.D , 773 , 37 , 9 , HELLO WORLD！
江苏 , 181688485 , 未知 , 左下利刃 , 398 , 21 , 1 , 出金吧
